cpr,municipality,salary
1309933874,Billund,272214
0907860583,Aalborg,372757
0812939479,Ringkøbing-Skjern,306824
2505733114,Ringsted,503289
0712599001,Odense,698014
2607969569,Aarhus,348095
0306699085,Randers,555019
2110887057,Randers,419445
2609984509,Kolding,228053
0801744503,Fanø,528367
1508730279,Skanderborg,530931
2404813765,Holstebro,434823
2906805455,Ringsted,503281
0710664929,Gribskov,582564
1801925931,Nordfyns,384525
1509938517,Høje-Taastrup,287802
3103723857,Viborg,528371
2706903140,Fredensborg,313274
1510846360,Lemvig,330863
1808928380,Fredericia,302899
1406764079,Odsherred,526943
0702710078,Randers,519511
3108735903,Solrød,529996
0106503897,København,733365
0505783342,København,451553
0502532511,Odense,698259
1206860856,København,356249
0210943915,København,353184
2302739461,Silkeborg,598781
1207791222,Kalundborg,464240
2810699782,Syddjurs,553656
1608868444,Odense,303849
1404737900,Faaborg-Midtfyn,486373
0801631893,Randers,661169
2108958252,Morsø,244067
0310892497,København,419175
2004816208,Vordingborg,456701
2509789789,København,495380
1608820967,Ringsted,435368
2703666779,København,621750
1502560045,Hedensted,736530
1205969846,Odense,242539
0402869705,Aarhus,366047
1311665407,Jammerbugt,643151
1010939179,Aarhus,349519
0307642520,Hedensted,555711
1604796624,Ballerup,481352
0410957604,Aalborg,314872
3004640255,Svendborg,635996
1911978619,Mariagerfjord,275267
2805763085,Slagelse,522393
1706842505,Odense,445674
2203781421,Slagelse,462253
2601573359,Faaborg-Midtfyn,687804
0612948657,Aabenraa,271102
1010867552,Frederiksberg,342553
2411836208,Varde,378295
2310751676,Lolland,529648
0706804619,Greve,528729
2801646374,Aarhus,580906
2307884808,Ringkøbing-Skjern,375226
2802508372,København,760637
1310950242,Tårnby,304354
1708961379,Gentofte,312731
1011963387,Haderslev,300654
0209889024,Ikast-Brande,319129
2809531304,Faxe,675869
0808909022,Vordingborg,361286
2302721281,Aarhus,534189
2711709595,København,581164
0311978094,Næstved,284028
0110775657,Hjørring,573557
0112774396,Hillerød,466422
1106729551,Ballerup,523622
2404823807,Vejen,463310
2307945702,Aarhus,252159
2905840795,Viborg,440757
1608780247,Aarhus,462313
1704683830,Gladsaxe,580510
0705666479,Albertslund,613419
1002825332,Aarhus,433274
1706789429,Aalborg,494704
2609613049,Holstebro,649552
2009872646,Roskilde,346829
1401787911,Kalundborg,525347
3110846517,Læsø,387350
2303976353,Ringkøbing-Skjern,284783
2607748354,Sønderborg,542964
1608766043,Egedal,448889
2612990339,Lemvig,301292
2704995716,Horsens,212578
3011750820,Viborg,525685
2910883208,København,332426
1706730037,Kolding,501428
1906743654,Odense,450414
0512676619,Hjørring,582300
1210910367,Favrskov,377527
2810783528,Fredensborg,436073
0705675910,Aarhus,523485
2608719111,Aarhus,549088
1706795091,Hjørring,488699
0203936357,Odense,326188
0308871392,Frederikshavn,310791
2205715822,København,497622
0605772181,Lemvig,550135
1205981472,København,258747
2305745193,Egedal,552306
0105615970,Ringsted,603121
2405853522,Aarhus,457815
2612621155,Gladsaxe,680090
2106913633,Gentofte,335549
1805699069,Kalundborg,544301
0407869152,Frederiksberg,406943
2706893174,Randers,384362
0505918837,Frederikssund,312413
3101576358,Hvidovre,637153
0409774196,Horsens,492770
2708933216,Slagelse,282705
0507684969,Holbæk,530090
1710771814,Holstebro,391895
0211801350,Sorø,437678
1704689098,Odense,551098
0903651075,Herning,615822
1905534374,Fredericia,709548
1010926994,Ballerup,297999
1110851023,Slagelse,418718
1007770080,Syddjurs,517299
1802919686,Hvidovre,372482
2105561241,Hjørring,743444
2303885236,Brønderslev,340032
1010649446,Thisted,629592
2301707403,Silkeborg,547919
0403801716,Lyngby-Taarbæk,481083
3011701739,Middelfart,555503
2904647053,Halsnæs,635412
1404568026,Syddjurs,714561
1208702206,Jammerbugt,572429
0801746194,Herning,520452
1208932086,Vejle,353311
0106839993,Silkeborg,440983
3004952129,Odense,306635
2602790930,København,485430
2911961074,Gribskov,287756
2206831730,Norddjurs,412529
0910503292,Egedal,692098
1305687909,Guldborgsund,591371
0402745754,Aarhus,525245
0804805368,Odense,431568
2009651714,Skanderborg,577682
2611850606,Aarhus,404420
0706878159,Aalborg,342827
2610950539,Kolding,253108
1611941895,Lyngby-Taarbæk,287538
2005685648,Struer,577851
0701670116,Thisted,562746
0808652694,Aalborg,537793
0306650167,Herning,628779
2207977513,Egedal,275370
1005844403,Lolland,390540
0312869196,Fredericia,406311
2701968355,Hedensted,343615
2703832102,Tårnby,410297
2209745558,Favrskov,477126
0408874424,København,409797
0812651946,Aalborg,511701
2903802743,Holstebro,434444
2805663858,Ringkøbing-Skjern,520169
1202730925,København,518276
2703512409,Roskilde,728236
1910851959,Ikast-Brande,415843
0305899342,Aarhus,312350
0308770712,Ikast-Brande,449346
2609530691,Høje-Taastrup,709691
0409784965,Rudersdal,503517
1509779732,Vordingborg,486957
0707936466,København,373481
2801540547,Thisted,740798
2704833764,Rødovre,415637
2802887631,Fredensborg,401315
2910828885,Odense,433152
3108718283,Frederiksberg,574519
1903777175,Ringsted,486060
1802907168,Odense,351450
0910918381,Faxe,364349
0709885470,Aarhus,334710
0410637749,Aarhus,615076
1304929554,Esbjerg,260742
0507615842,Esbjerg,582886
1905700843,Lyngby-Taarbæk,549956
2609969206,Odense,284252
2005981611,Svendborg,257516
0211995481,Assens,221983
2012768722,København,432845
3103731676,Halsnæs,470349
2201911266,Hjørring,288458
1708746534,Ikast-Brande,528420
1810985125,København,269867
2212976576,Herning,217399
0905951746,Køge,263858
1204876571,Haderslev,355020
2511655337,Skive,641245
1610729810,Silkeborg,486087
2411553134,Lyngby-Taarbæk,686609
2911726618,Roskilde,537039
2711952480,Slagelse,321819
1301834252,Ringkøbing-Skjern,389739
2112595310,København,657732
0305578156,Assens,644546
1308685567,Esbjerg,581763
2910783082,Kolding,398423
2909860670,Billund,388482
1609828098,Lejre,415137
0411813080,Herning,418314
0512833821,Aarhus,435254
1712690567,Slagelse,621274
2607640690,Odense,601266
1411783763,Randers,535493
2403805841,Varde,427395
2912979489,Billund,266424
0409594128,København,615443
1503671965,Næstved,588384
2510968988,København,339355
1309834788,Esbjerg,358879
1508885745,Vejle,370649
0603659690,Glostrup,530356
0610583237,Odder,676714
2611916606,Ikast-Brande,337457
0605847705,Næstved,422172
0711893648,København,438045
2907772811,København,463226
2106675884,Syddjurs,536919
0911999601,Norddjurs,308637
2001788196,København,488971
2911752424,Jammerbugt,478999
2503546522,Odense,704456
2205645437,Frederiksberg,618888
0806922372,Mariagerfjord,353625
2311742680,Kolding,486273
1812663279,Aarhus,627764
2201530628,Hjørring,661895
0207897018,Hillerød,348728
1001874506,København,350342
0501796783,Rødovre,482906
2004897765,Frederikshavn,391771
3011783947,Randers,485347
3105797450,Kalundborg,482145
0412919232,Horsens,300378
1511917061,Esbjerg,404575
0302873934,Aalborg,358089
0505845304,Randers,368471
0407661331,Frederiksberg,586376
0204875283,København,371498
1312700894,Egedal,537607
0304853399,Rudersdal,373399
0202697395,Svendborg,576622
1608789417,Gladsaxe,487409
0702912289,Syddjurs,310625
0212647902,Odense,597222
0412716127,Odense,533899
1304778404,Bornholm,434384
2404943931,Hvidovre,278604
2412657148,Tønder,519864
0409673058,København,562395
1509924604,København,281357
1612925538,København,312888
1012541327,Høje-Taastrup,741343
2710961058,København,315219
2805624880,Billund,566539
3011760237,Svendborg,483456
2602938651,Rebild,374532
2311597037,København,620531
0906867396,Tønder,372199
1912661641,Vordingborg,634585
0703983299,Odense,293813
3004964151,Aarhus,347677
2411868690,Kalundborg,343838
2209806242,Odsherred,441172
0706869462,Sorø,364376
2712791072,Stevns,390894
2503970593,Aalborg,278837
1710521974,Nordfyns,762770
0410656312,Ringsted,535488
1509835748,Hjørring,412333
2901587018,Egedal,652809
0706646706,Aarhus,555639
1901913081,Aarhus,351769
0305573664,Allerød,628017
0503521683,Vordingborg,741382
1611624834,Aalborg,549802
1402876206,Viborg,325959
1707849550,Aarhus,390157
2610835990,Tønder,431295
0206653758,Stevns,580130
0106581595,Køge,704771
1908879421,Faaborg-Midtfyn,414082
1609763203,Allerød,506230
2207661118,Herlev,618104
1101819675,Aalborg,485058
2802514514,Hvidovre,726370
1701849858,Faaborg-Midtfyn,326882
2505608195,Vordingborg,683060
1901844421,Aalborg,457662
2802983606,Vejen,271053
1107924535,København,383214
0207727363,Roskilde,541049
0303805518,Greve,460082
2508846799,Odense,436274
1510543830,Varde,765766
2001834436,Rebild,430159
2505649174,Odense,559419
1302929980,Sønderborg,270931
0908966868,Herning,246291
0603901743,Viborg,280172
2501898939,Syddjurs,377711
2906653460,Høje-Taastrup,603203
1602887940,Frederikshavn,333578
2306992267,Slagelse,273437
0610795913,Kolding,474528
0205526339,Roskilde,718288
0709941852,København,310853
2808706300,København,538534
2201864613,København,440924
0612762414,Frederikssund,476535
1010709346,Herning,559757
0606551159,København,701687
2903580817,Aalborg,632708
1706996538,Aarhus,206051
2711804617,Herning,452158
2308908225,Ikast-Brande,332887
1705877311,København,376681
1808847594,Frederikshavn,405717
2709628038,Dragør,624996
2103661078,Frederiksberg,557275
0805785834,Esbjerg,408946
3105968319,Herning,346031
0108988241,Holbæk,267646
0305766560,Ballerup,441661
0103594313,Rudersdal,612257
1908811906,Odense,389469
2803859250,Aarhus,397251
1002785875,København,502671
1711935235,Holstebro,331588
0604663650,Odense,618233
0508777878,Horsens,466450
1006722280,Fredensborg,534332
0310512710,København,734261
0211949953,Silkeborg,288954
0311804915,Aarhus,487625
1312744180,Odense,467802
0507781023,Kalundborg,365960
2202664249,Køge,584594
1409548283,Ringsted,706694
2002872968,Varde,380568
1907975019,Vejle,283815
1107871214,Frederiksberg,345957
1504810541,Lejre,496694
2009885670,Faaborg-Midtfyn,302542
0706667359,Ishøj,616051
0710814245,Gentofte,400542
1002629854,Vejle,611180
1808868254,Næstved,372284
0509596835,København,657893
0301950562,Skanderborg,265149
1509754314,Norddjurs,494115
2803632896,Frederikshavn,623528
0909785553,Vordingborg,504151
2903886799,Morsø,342113
0910684146,Frederiksberg,590677
2706622166,Vejle,585942
2802828731,Aarhus,484897
0808600210,Middelfart,693287
2708924643,Aarhus,333084
0706743959,Aalborg,521135
0603716693,Randers,534544
3103682982,Odense,552348
1507786993,Randers,504784
1607741112,Albertslund,478524
2204939654,Gentofte,241365
1108783476,Ishøj,438269
2508584534,Gladsaxe,633648
1405512565,Sønderborg,730322
2504804156,Aarhus,415031
0211632747,Brøndby,621918
2604709833,Kolding,532438
3011951439,Næstved,384586
1912946831,Hedensted,305860
1807816694,Mariagerfjord,457440
0204824981,Middelfart,473731
1210918936,Tårnby,359771
2908818453,Aarhus,521884
0606890595,Lolland,312330
1412834595,Herning,378202
0907794828,Faxe,452154
0606613490,Holstebro,652366
0504949232,Vejle,286611
2106612850,Esbjerg,583000
1809846556,København,400319
1906829309,Haderslev,372871
1602890237,Vejle,341329
0611767472,Skanderborg,482558
0903716510,Randers,552609
2705682126,Sønderborg,576975
2201961674,Roskilde,301486
3107623941,Ikast-Brande,693394
2604670597,Rødovre,576058
0605868482,Ikast-Brande,343702
2703880185,Hjørring,427121
2512819730,Gladsaxe,450027
2402884330,Vejle,347012
2806642054,Gladsaxe,578577
1407529255,Tønder,703226
2812905762,Aalborg,314322
1103680004,København,526942
0308634040,Vejen,593696
0411870315,Randers,374857
1012649052,Gentofte,547399
2407578944,Aalborg,657722
2102843579,Sorø,355677
0411822959,Tønder,396683
2701668549,Aarhus,581901
2107715351,Vesthimmerlands,520449
0805736089,Skanderborg,463623
0405620788,Frederikshavn,648344
1908824505,Fredensborg,479656
0601756229,Skanderborg,515995
2508855777,København,410870
1212940427,København,338835
0908757639,Faaborg-Midtfyn,526637
2012790596,Ringkøbing-Skjern,456234
1402879541,Køge,350432
2807720249,Silkeborg,566409
2311834989,København,422393
2707832855,Aalborg,446351
3101657411,Fredensborg,581242
0708996798,Norddjurs,240452
2403623714,Esbjerg,562266
1512696041,København,596891
1210853881,København,434507
0605659265,Aalborg,589763
1807776498,Mariagerfjord,494295
2512706776,Herning,484933
0308969745,Ringkøbing-Skjern,259585
0110722011,Thisted,536887
2106987711,Vejle,302737
0507889239,Ikast-Brande,429148
2104677893,Køge,657349
1906583300,Silkeborg,626761
1707766554,Roskilde,464387
1703687256,København,554325
0104706075,København,537641
1310862500,Furesø,332532
3010985315,Glostrup,257449
1703557560,Greve,611608
0507710512,Herning,478801
2504646638,Hedensted,631062
1708825021,København,502916
3010948250,Horsens,309661
0511858924,Kalundborg,340529
0308955402,Albertslund,256015
1807735071,Lyngby-Taarbæk,555297
2609675693,København,603226
2610738247,Aalborg,545391
2807522663,Gentofte,785134
2112560828,Aarhus,691840
1403957936,Lolland,273662
0611609014,Greve,624115
1112835770,Aarhus,397963
2608905080,København,339365
2611601542,København,686330
3007924923,Furesø,333808
1307635804,Albertslund,561806
1111911140,Esbjerg,293932
1704833689,Hvidovre,423246
1104694989,Faaborg-Midtfyn,566637
3004583164,Aalborg,638133
1802961476,København,285041
1212886748,Aabenraa,324350
3105805099,Kolding,460792
1511743100,Viborg,519178
0801763385,Brønderslev,468461
0501922076,Mariagerfjord,298247
1310797673,Skanderborg,449511
1711802115,Thisted,449992
2402935240,Silkeborg,290621
0501581232,Aalborg,636846
1001803230,København,426347
1211906963,Kolding,344706
2508628988,Gribskov,607227
1510879171,Odense,385672
3107712630,Aalborg,553248
0212782337,København,515879
1405711465,København,561620
0801900271,Favrskov,368400
1305952550,Høje-Taastrup,328665
3011803723,Rudersdal,463599
2207876905,Aarhus,392522
2407781306,Aalborg,442733
2103782885,Aarhus,465162
0801784561,København,481582
2207984473,Holbæk,234716
0112792782,Aarhus,455108
2604839253,Aalborg,484491
2802784178,Svendborg,405741
1802800900,Furesø,422373
0306516297,Holstebro,724649
0603576378,Aarhus,616549
1102926580,Guldborgsund,282038
2109960487,Roskilde,282206
2303718069,Herning,572496
0307721040,København,550051
2712987208,Aarhus,234099
2303847493,Horsens,435190
2503529340,Lejre,704006
2909798230,Odense,502860
3009909499,København,373405
0208701251,Glostrup,530850
2706695550,Odense,588203
2409916341,Køge,356444
3009813349,Herning,428304
2809938385,Odense,323493
2006563846,Svendborg,600067
2601678269,Aarhus,627205
0407890966,Aalborg,315792
2609630275,Randers,600872
1909829097,Kolding,445553
0604596800,Esbjerg,669200
2509778842,Middelfart,519155
2702822665,Odense,464458
2711960495,Ringkøbing-Skjern,271081
2201784445,Haderslev,452435
1703890468,Herning,353442
0211883450,Køge,308275
0504845578,Egedal,381866
1205727172,Ringsted,475424
2508825785,Tønder,450735
0607810233,København,476342
2105879125,Varde,383737
0903638974,Rødovre,634616
2504713265,Furesø,528475
2002605667,Viborg,655631
2904666582,København,546927
2302840495,Holstebro,389092
0803844928,Ringkøbing-Skjern,398545
2002677528,Gribskov,536176
2003565368,Frederiksberg,663344
1207896836,Hvidovre,336711
1508635010,København,562376
1903990000,Aabenraa,229829
0308886399,Høje-Taastrup,429945
2410848775,Hedensted,422525
2903692287,Roskilde,528673
0610799056,Sorø,442362
2007934757,Faaborg-Midtfyn,329623
0903852939,Albertslund,395936
3007801541,Helsingør,503805
0802792922,Aabenraa,438493
2602839977,Holstebro,412605
1506806031,Horsens,401477
0607809732,Lejre,449658
0101756835,København,498273
1110819750,Holstebro,457831
1011605713,Fredericia,696475
1607938319,Læsø,357806
3001909820,Slagelse,329104
2202739353,Frederikssund,538974
2912638148,Silkeborg,554175
0211813085,Odder,422322
1712725385,Kolding,554598
0911558066,Fredensborg,661480
1310672110,Favrskov,622239
2107893007,Odense,345159
1205880204,Skanderborg,307658
0411589559,Odder,647099
2406997726,Aabenraa,228945
2703918524,Skive,393568
2510726301,København,506034
1609690789,Vesthimmerlands,573465
1807943261,Odense,361738
1212813162,Egedal,443244
2505615505,Tønder,665471
1801724691,Haderslev,528833
0107590101,Gladsaxe,723780
0304925325,Jammerbugt,437820
0910697729,København,559789
2312972963,Vejle,262776
1107855010,Esbjerg,366780
0602863799,Morsø,407593
0411780170,Rudersdal,450779
2303833937,Syddjurs,450746
1806811464,Aalborg,415992
1503684888,Aalborg,569382
0703733967,Aarhus,521596
0805824836,Silkeborg,383047
2206961951,Stevns,262617
2303792819,Køge,453342
1310819001,Herning,392788
2510773046,Viborg,445401
1311615473,København,620557
3009910206,Vejen,389062
3004951595,Aarhus,311880
1711807737,Silkeborg,456789
2212743225,Høje-Taastrup,543536
1107588474,København,611349
1105834855,Bornholm,417765
0509809063,Herlev,451081
1009728364,Esbjerg,538295
2104763182,Aarhus,495257
1104718467,Svendborg,590930
1204707751,Dragør,561527
0102660405,Svendborg,573844
2403739710,København,510943
2012953644,Hillerød,300747
1704708022,Hillerød,535591
2611819019,København,438441
2707828043,Roskilde,483872
0501793612,Vordingborg,463122
2809878431,Rødovre,356429
1210878698,Fredensborg,397210
0905916889,Hørsholm,311923
1010716464,Aabenraa,448971
0307966451,Tårnby,309357
0601816850,Holbæk,405604
2207714920,Greve,583146
2809685619,Allerød,562344
2504882066,Glostrup,292275
1101776330,Sønderborg,439628
1703765226,Lyngby-Taarbæk,504645
2101647510,Aalborg,632406
0510688032,København,628029
0205965601,Svendborg,351254
3003910178,Vejle,284456
1902963159,Albertslund,277936
1605665485,Kalundborg,608161
2004820075,København,477072
2008876404,Holbæk,353234
0505845278,Køge,363304
1701806390,Gribskov,480864
2801658409,Guldborgsund,562531
2410666792,Aalborg,558582
2606537747,Vesthimmerlands,634930
1308859155,Allerød,398032
2312833426,Aalborg,373796
2311826863,Kolding,401457
3007940230,Ikast-Brande,306332
1903751806,København,478124
2702863449,Kolding,397437
2109801433,Aarhus,494797
2312863099,Favrskov,326132
0103875248,Jammerbugt,362163
1606892305,Esbjerg,373894
0308896861,Aarhus,376348
2506977833,Nordfyns,259108
1410877748,Frederikshavn,383004
2010912448,Hørsholm,292234
1704656395,Ringsted,616851
2606592274,København,597555
0904849760,Lyngby-Taarbæk,394923
3011859690,Rødovre,438627
0306599886,Holbæk,613065
1911730903,Ringkøbing-Skjern,509829
2412909279,Frederikssund,301690
2801924918,Greve,318532
1006854015,Holbæk,341251
2802616509,Favrskov,647391
1706874518,København,338805
2810832796,Struer,389658
1412653055,Frederiksberg,601364
3006787089,Ringsted,489261
1512740751,Silkeborg,517635
0102595741,Odense,577545
2905659353,Hillerød,568720
0207927277,Halsnæs,354839
1007812657,København,479326
1708634950,København,609457
1204865172,Skanderborg,357328
3108738347,Viborg,520928
1102850174,Faxe,377857
2110607024,Skive,623605
0306756656,Viborg,439174
0111897644,Silkeborg,414650
2012626912,Frederiksberg,604175
2307789841,Aarhus,497816
1509799695,Esbjerg,511562
2005526249,Rudersdal,740355
0210925953,Dragør,300272
1607948088,Silkeborg,330595
1809809706,Frederiksberg,383134
1302779775,Middelfart,486710
1905778265,Slagelse,515472
1510988555,Aarhus,211673
0702843542,Aarhus,418534
1910889244,Bornholm,313327
2603846620,Ringkøbing-Skjern,381428
2004622427,Faaborg-Midtfyn,642222
2602889821,Hørsholm,412050
0911526233,Ikast-Brande,691467
2811500470,Guldborgsund,730292
0203855703,Svendborg,354369
2611972540,Favrskov,234304
0804889868,Ærø,343876
2708944306,Odense,298895
1005609926,Silkeborg,662671
1009891710,Ringkøbing-Skjern,324337
2404706602,Kalundborg,576319
3001884796,Solrød,322452
0204567770,Herning,646099
2910935815,Haderslev,335867
2603751610,Gentofte,485645
0205942832,København,284353
2102722079,Billund,529957
1104921726,Odense,328085
0607866151,Aalborg,365160
1609669623,Viborg,618406
2306991646,Næstved,230027
0405991498,Aalborg,254932
3009880542,Høje-Taastrup,319881
1402930408,Aabenraa,264423
1008894512,Hedensted,348552
0404848108,Aarhus,314248
3105961641,Sorø,307607
0411840142,Lolland,353678
0407885640,København,391925
0211948712,Aalborg,280300
2009599222,Gribskov,649649
1906735632,Aalborg,505841
1701681488,Guldborgsund,549000
1310533218,Sorø,735641
2512866813,Ringkøbing-Skjern,362538
2605621915,Brønderslev,649475
0804962748,Faaborg-Midtfyn,290121
0605750117,Frederikshavn,515511
2410635867,København,624565
0810943808,Horsens,271693
1412656162,Helsingør,604794
2910668967,Gentofte,585762
1807745758,Vesthimmerlands,488568
1711742447,Herning,524625
0702792072,Herlev,394441
0104945127,Hillerød,318425
1410663939,Brønderslev,624256
0607704024,Aarhus,548640
2412855211,Odense,365071
2806864651,Favrskov,413699
0210832015,Nordfyns,388519
1405698218,Rudersdal,504020
3005873544,Aalborg,332826
0605843353,Svendborg,445898
0906777068,Ballerup,446727
2812846964,Skanderborg,468601
0604623394,Middelfart,581881
0304546259,Kalundborg,717495
0411573447,Viborg,668586
1108998461,Odder,223951
1705576392,Faxe,721095
1309514538,Odense,669070
2804960137,Herning,279956
1006743628,Gentofte,471120
3112729821,Gribskov,538412
1707796564,København,405969
1910923110,Herlev,296601
1601818528,Næstved,469541
1707927732,Aalborg,325900
2405671169,Assens,554854
1802993471,København,306046
3010982659,København,275064
0312986581,Vejle,319719
2111501217,Kolding,718521
2707643287,Hørsholm,587679
0203833540,Bornholm,409028
1406812264,Horsens,420078
1910844055,Billund,462656
2610795828,Rødovre,487768
0902982542,Skive,222107
2903648019,Skanderborg,595859
0309786412,Vejen,436994
0202616687,Fredensborg,597211
0709748490,Faaborg-Midtfyn,503211
0207741477,Vejen,479397
0710974903,Aabenraa,244109
1309849003,Ballerup,465010
1605740111,Halsnæs,494332
0109716392,Gentofte,538865
2012719037,København,518340
0607785180,Odense,498611
0206630286,Herning,593525
1912894542,Fredericia,348869
2508854478,Jammerbugt,450692
1808907172,Billund,351589
0101748474,Vejle,573484
2008803130,Randers,482004
1108927328,Helsingør,301370
2912776848,Faaborg-Midtfyn,490919
0806917283,Vejle,331226
1306732428,Ballerup,466928
1311513825,Bornholm,759390
2910936108,Roskilde,287916
0511964894,Aalborg,242804
2108844583,Haderslev,456963
2708880073,Thisted,393017
3108863246,Helsingør,300668
0910811483,Randers,416942
2702762418,Greve,449318
1610851684,Esbjerg,371297
0209895065,København,345852
0406865215,Greve,399788
2607933579,Odense,301764
2209847915,Sorø,392567
2702663418,Slagelse,544498
1307890033,Allerød,359053
1201932644,Odense,298209
2009876032,Guldborgsund,383657
2801904018,Guldborgsund,355948
3101813657,Skanderborg,436272
3008743576,Aalborg,503604
0308988890,Assens,241732
1002951919,Furesø,303595
1209799905,Lyngby-Taarbæk,502899
3101775996,Aabenraa,415177
2301801530,Ikast-Brande,417132
0707744094,Frederiksberg,535713
2011967378,København,240025
0108674574,Sønderborg,517686
3001825515,København,493282
2502890126,Aarhus,336121
2204948113,Rødovre,287599
2001853834,Esbjerg,447918
1708939894,Ringkøbing-Skjern,279811
1106944015,København,363517
1303959751,Holbæk,303981
0410843907,Horsens,393135
2904628022,Roskilde,563160
0110953624,Nordfyns,295273
0612999651,Faaborg-Midtfyn,271275
2211836310,Lemvig,383397
0811792429,Herning,532195
1010763080,Viborg,462116
3003978124,Varde,276074
0506754007,Lyngby-Taarbæk,550368
1301551013,Ikast-Brande,682886
0905546634,Lolland,616927
0610977790,Samsø,245692
2301958946,Slagelse,280506
0211699117,Horsens,541705
1202657191,Mariagerfjord,586669
2609796633,Odder,416086
0610594218,Gribskov,626566
3007704239,Silkeborg,592004
2310984312,Tårnby,235486
0508812243,Frederikssund,442883
0201809379,Aarhus,462805
1206983919,Læsø,324222
1409753178,Tønder,499024
1101785170,Syddjurs,452383
0708991511,Silkeborg,208265
2907514484,Køge,694004
1909968822,Gribskov,298465
1001548120,København,664856
2611776210,Aalborg,395439
1804680917,Sønderborg,592873
0908594717,Ringkøbing-Skjern,683600
0703638846,København,622815
1209953709,Aarhus,331844
2108836716,Billund,423227
1704938258,Esbjerg,294766
2908743952,Hedensted,461203
0906812010,Tårnby,467942
1610875699,Skanderborg,402011
0312750103,Randers,499530
0510834394,København,434066
3011982632,Helsingør,283587
1601873436,Egedal,367574
0511944158,Bornholm,291942
3008757658,Gladsaxe,491877
0405882120,Syddjurs,327636
1204917016,Holbæk,358615
0108927398,Furesø,346150
2612792934,Hørsholm,504696
2111693345,Middelfart,540364
1503770266,Frederikshavn,404425
1409710458,Næstved,514661
2106761855,Middelfart,537119
0501913259,Lemvig,316041
0909755240,Faaborg-Midtfyn,471190
1512705420,Brøndby,529827
1702940196,Aabenraa,278116
2702938739,Lyngby-Taarbæk,351882
1001847450,Assens,366843
2802762629,Rudersdal,465000
0103620695,Vesthimmerlands,708729
1107869167,København,403018
0412914530,Sønderborg,235677
1903817286,Horsens,358798
2707845275,Vejle,413731
2411802889,Aalborg,531499
3006825965,Randers,448982
0812774586,Horsens,446738
2004979248,Favrskov,244824
2909698699,Gladsaxe,557540
1301806941,Aarhus,428629
2901592057,Fredericia,694106
1506827124,Skive,415099
2212846654,Silkeborg,415629
2103943362,Rudersdal,308198
1009985368,Holstebro,266653
2408836532,Struer,412305
1212831754,København,407426
1207668217,København,606479
2409831977,Ringsted,423561
0309922523,Rebild,298398
2811704070,Middelfart,527170
1911774395,Hillerød,466335
0303666574,Vesthimmerlands,579090
0812700463,Hvidovre,588451
3008830658,Lejre,366791
1807750295,Næstved,541346
0104859231,Albertslund,406024
2811895811,København,353225
2901772990,Viborg,501990
0608846375,Skanderborg,436016
1909660229,Næstved,656671
2211795315,Brønderslev,458610
0608757349,Struer,533431
2501833717,København,447623
1505698852,Aarhus,494095
0312552962,Gentofte,645754
0803785547,København,474703
1412500325,Næstved,733602
0109668402,København,565255
1002864855,Kolding,404374
2512960793,Gladsaxe,289905
1709799950,Glostrup,412679
2109511390,Silkeborg,741167
0212917214,Holstebro,302921
2405509354,Aalborg,694152
2112848427,Aalborg,388242
1310869212,Greve,368123
2605510499,Odsherred,727161
0103817745,København,453016
2805988336,Vejen,215476
0410717461,Solrød,597052
1201763847,Holbæk,447762
2007863989,Allerød,414941
0211998615,Bornholm,248676
2311864984,Kerteminde,333803
2312691497,København,570308
2301885315,Faxe,347811
0111947031,Fredensborg,260338
0603752605,Herning,492510
1701878537,Tønder,374142
1605780949,Lejre,444196
2901729665,Aalborg,584564
1001776427,Helsingør,460710
1205632810,Vesthimmerlands,551739
2801700704,Odense,538933
0712755488,Slagelse,497202
1304927409,Aarhus,312982
2507653173,Jammerbugt,595095
0901787019,Ringsted,490830
3112939860,Guldborgsund,240760
2009962072,Rudersdal,288104
3011878852,Sorø,334313
1202691845,Horsens,568258
1108710936,Thisted,510337
3008812823,Sorø,428549
2712793094,Vordingborg,449304
0312892171,København,420378
0111800637,Gentofte,471920
1503970294,Aarhus,235005
1906879018,København,378656
2507790398,Randers,470337
2108607226,Hvidovre,649658
2110999783,Odense,240214
0506757764,Hedensted,517834
2809862107,Ishøj,358955
1212884052,Viborg,366082
3009708420,Vejle,555424
1006663167,Silkeborg,585408
1705842643,Gladsaxe,407496
0512571052,Slagelse,657096
1201861645,Greve,453827
3001767791,København,525470
1106943448,Horsens,298065
2304941990,Fredericia,248302
0510965664,Ringkøbing-Skjern,350633
1706887952,Sønderborg,416745
0204783356,Vejle,496291
2301898826,Favrskov,377922
3105965761,Herning,300753
2010604186,Fredericia,612295
1303767764,Svendborg,534728
1502857140,Mariagerfjord,373425
1503929738,København,287125
2006982401,København,323020
1607910359,Aarhus,360807
3004574736,København,609403
1902862543,Fredericia,425739
0705867835,Hjørring,436667
0904921201,Gribskov,322598
0101974837,Hedensted,309561
0607856815,Helsingør,442518
0110782815,Nordfyns,510774
0406704232,Helsingør,499788
0408955344,Aabenraa,336019
2403585901,Herning,653489
0708982972,Bornholm,239609
2501674118,København,562217
2606942897,Stevns,384023
1908797246,Solrød,484593
1602599378,Aarhus,633327
1501648538,Jammerbugt,604377
2712834525,Aarhus,404044
0801824248,Slagelse,450219
0709694546,Aalborg,576493
0206748714,Slagelse,521690
