cpr,height,weight,hair_len
0310892497,1.64,88.4,3.4
2004816208,1.7,66.6,26.6
2509789789,1.99,85.3,6.6
1608820967,1.84,87.1,5.3
2703666779,1.93,93.1,2.2
1502560045,1.73,83.3,5.2
1205969846,1.72,72,41.2
0402869705,1.8,80.6,4.4
1311665407,1.85,94.2,3.2
1010939179,1.99,77.7,4.9
0307642520,1.68,73.9,35.9
1604796624,1.76,64.6,44.9
0410957604,1.73,66.3,28.2
3004640255,1.98,74.7,8.8
1911978619,1.93,88.8,0.3
2805763085,1.84,84,6.6
1706842505,1.97,89.2,5.7
2203781421,1.83,85.5,0.5
2601573359,1.95,90.8,8.1
0612948657,1.82,89.9,1.6
1010867552,1.71,65.7,35.6
2411836208,1.8,68.4,30.8
2310751676,1.73,68.7,36
0706804619,1.92,84,2.7
2801646374,1.56,72.2,22.2
2307884808,1.82,75.7,33
2802508372,1.5,69.3,43
1310950242,1.65,76.8,30.7
1708961379,1.89,91,2.5
1011963387,2.02,96.3,14.5
0209889024,1.89,69.4,40.8
2809531304,1.84,69.3,45.3
0808909022,1.64,74,33.9
2302721281,1.65,82.5,11.2
2711709595,1.95,83.5,9.3
0311978094,1.81,71.9,28.9
0110775657,1.67,84.2,2.2
0112774396,1.79,68.4,28.4
1106729551,1.8,89.9,2.5
2404823807,1.76,84.7,3.8
2307945702,1.63,61.2,29.6
2905840795,1.75,80,6.3
1608780247,1.74,81.6,6.1
1704683830,1.68,67,25.7
0705666479,1.71,91.3,6.2
1002825332,1.75,66.6,29.6
1706789429,1.99,79,0.3
2609613049,1.75,87.5,1.6
2009872646,1.8,68.5,33.4
1401787911,1.82,80.1,7.4
3110846517,1.87,84.7,5.8
2303976353,1.88,87.3,4.6
2607748354,1.6,77.2,28.6
1608766043,1.78,90.7,5.7
2612990339,1.75,92.6,0.5
2704995716,1.65,70.8,40
3011750820,1.63,74.9,35.4
2910883208,1.54,72.8,31.2
1706730037,1.69,81.2,7.2
1906743654,1.73,64.5,42.3
0512676619,1.82,93.3,5.1
1210910367,1.75,85.2,7.4
2810783528,1.74,76.7,39.5
0705675910,1.67,59,38.2
2608719111,1.7,87.8,2.3
1706795091,1.66,94.2,4.8
0203936357,1.76,88.2,1.1
0308871392,1.55,69.6,35.5
2205715822,1.76,71.3,31.1
0605772181,1.9,97.5,1.1
1205981472,1.8,66.2,29.1
2305745193,1.9,82.8,4.8
0105615970,1.85,71.7,37.7
2405853522,1.78,74.3,31.9
2612621155,1.8,88.2,2
2106913633,1.65,85.8,8.2
1805699069,1.78,87.2,4.8
0407869152,1.56,55.3,45.1
2706893174,1.53,71.1,44.5
0505918837,1.87,84.6,4.4
3101576358,1.66,65.7,42.8
0409774196,1.64,73.1,21.6
2708933216,1.52,66.2,33
0507684969,1.58,96.7,4
1710771814,1.68,75.9,31.6
0211801350,1.67,71.5,28.7
1704689098,1.79,66,30.1
0903651075,1.68,90.5,0.1
1905534374,1.66,63.3,24.7
1010926994,1.75,69.5,29.2
1110851023,1.85,92.1,7.3
1007770080,1.65,69.2,30.2
1802919686,1.8,72.5,26.1
2105561241,1.95,83.2,5.2
2303885236,1.61,59.1,48.1
1010649446,1.66,61.5,30.7
2301707403,1.78,82.7,0.1
0403801716,1.76,69.5,22.6
3011701739,1.91,86.8,5.8
2904647053,1.64,77.9,6.8
1404568026,1.68,75.5,35.4
1208702206,1.75,62.1,28.9
0801746194,1.77,71,33.2
1208932086,1.69,69.4,38.1
0106839993,1.84,93,3.3
3004952129,1.84,72.7,4.9
2602790930,1.77,72.9,42.2
2911961074,1.64,75.2,34
2206831730,1.8,61.6,25.3
0910503292,1.67,58.1,21.2
1305687909,1.82,87,5.7
0402745754,1.63,66.5,33.5
0804805368,1.8,69,44.6
2009651714,1.56,64.2,28.9
2611850606,1.8,66.6,28.1
0706878159,1.77,89.5,7.4
2610950539,1.97,82.1,1.6
1611941895,1.77,86.6,4.9
2005685648,1.7,72.6,54.2
0701670116,1.61,72.1,22.2
0808652694,1.67,72.9,43.5
0306650167,1.65,86.3,6.4
2207977513,1.95,94.4,7.2
1005844403,1.91,83.5,3.7
0312869196,1.79,68.6,37.2
2701968355,1.88,86.4,2.8
2703832102,1.59,65.9,33.2
2209745558,1.58,67,29.3
0408874424,1.73,66.8,52.4
0812651946,1.74,66.3,26.4
2903802743,1.67,77.7,2.4
2805663858,1.57,72.7,31.5
1202730925,1.63,83.2,4.4
2703512409,1.81,85.3,10.2
1910851959,1.97,88.7,1.6
0305899342,1.56,72,37.5
0308770712,1.68,73,23.7
2609530691,1.75,84.2,11.5
0409784965,1.89,90.8,4.5
1509779732,1.54,67.3,36.5
0707936466,1.63,68.3,39.3
2801540547,1.96,79.4,1.5
2704833764,1.54,70.4,35.4
2802887631,1.88,93.2,8.7
2910828885,1.88,86.9,4.6
3108718283,1.79,75.6,9.6
1903777175,2.03,85.1,7.8
1802907168,1.69,74.2,43.5
0910918381,1.86,80.5,3.2
0709885470,1.6,64.7,34.6
0410637749,1.85,82.4,0.4
1304929554,1.63,71.4,44.7
0507615842,1.64,70.5,42
1905700843,1.87,83.8,6.9
2609969206,1.63,67.1,33.2
2005981611,1.75,83.5,6.3
0211995481,1.79,84.7,4.9
2012768722,1.51,67.2,26.8
3103731676,1.69,68,39.6
2201911266,1.78,75.2,21.7
1708746534,1.65,76.4,33.4
1810985125,1.98,97.3,1.8
2212976576,1.72,68.8,36.5
0905951746,1.62,60.5,50.2
1204876571,1.96,88.9,1.6
2511655337,1.72,84.1,4.9
1610729810,1.82,66.8,42.6
2411553134,1.64,72.1,37
2911726618,1.72,65.1,37.2
2711952480,1.7,71.3,35.9
1301834252,1.83,67.3,40.1
2112595310,1.69,71,36.3
0305578156,1.6,70.9,38.1
1308685567,1.85,90.5,1.4
2910783082,1.66,79.4,29.8
2909860670,1.71,61.6,47.2
1609828098,1.69,78.2,30.7
0411813080,1.64,63,49.5
0512833821,1.63,88.8,3.9
1712690567,1.97,86.5,4.7
2607640690,1.78,80.2,34.2
1411783763,1.85,91.6,9.2
2403805841,1.84,92.9,10.5
2912979489,1.8,90.3,6.1
0409594128,1.78,57.9,23.9
1503671965,1.78,83.6,7.8
2510968988,1.5,74.6,30.1
1309834788,1.59,80.3,25.6
1508885745,1.73,90.8,6.8
0603659690,1.63,72.6,27.5
0610583237,1.82,81.4,4
2611916606,1.78,73.3,42
0605847705,1.75,94,6.7
0711893648,1.53,70.8,39.3
2907772811,1.93,82.7,7
2106675884,1.56,70.6,40.1
0911999601,1.84,78,7.1
2001788196,1.76,74.4,27.6
2911752424,1.54,62.5,40.1
2503546522,1.7,64.3,34.7
2205645437,1.65,86.6,7.2
0806922372,1.53,68.3,31.2
2311742680,1.68,72.4,31.3
1812663279,1.95,80.1,1.8
2201530628,1.74,72.9,39.6
0207897018,1.72,70.4,38.4
1001874506,1.63,72.8,27.3
0501796783,1.91,96.9,2.5
2004897765,1.74,85.4,4.6
3011783947,2,76.9,4.9
3105797450,1.59,60.6,30.8
0412919232,1.61,65.9,29
1511917061,1.77,75.2,3.8
0302873934,1.61,68.7,47.5
0505845304,1.6,68.1,19.5
0407661331,2.01,79.8,5.2
0204875283,1.75,88.8,3.8
1312700894,1.79,62.8,32.4
0304853399,1.76,84.7,1.9
0202697395,1.77,87.5,4.4
1608789417,1.63,84,10.9
0702912289,1.97,85.8,4.2
0212647902,1.56,70.8,35.6
0412716127,1.91,89.6,4.4
1304778404,1.56,65.8,35.6
2404943931,1.93,86.7,5.4
2412657148,1.69,75.4,38.5
0409673058,1.68,73.2,27.6
1509924604,1.58,67.1,30.8
1612925538,1.65,68.9,41.8
1012541327,1.79,89,6.9
2710961058,1.74,63.8,29.2
2805624880,1.76,71.3,39.4
3011760237,1.89,75.5,6.5
2602938651,1.84,86.6,9.8
2311597037,1.77,83.3,6.8
0906867396,1.77,66.8,27.6
1912661641,1.91,81.4,8.9
0703983299,1.87,88.3,5.4
3004964151,1.89,88.8,4.3
2411868690,1.68,70.3,27.9
2209806242,1.71,72.5,38.7
0706869462,1.51,70.2,35.8
2712791072,1.68,59.3,34.6
2503970593,1.66,87,4.5
1710521974,1.75,62,36.5
0410656312,1.66,68.1,37.2
1509835748,1.72,82.1,39.5
2901587018,1.68,69.5,32.6
0706646706,1.83,71.1,32.6
1901913081,1.85,85.5,2.8
0305573664,1.74,67.6,40.7
0503521683,1.84,85.7,9.4
1611624834,1.75,73.5,27.2
1402876206,1.6,74.6,24.2
1707849550,1.69,72.3,42.3
2610835990,1.61,68.9,38.9
0206653758,1.62,73.9,46.8
0106581595,1.89,93.7,0.7
1908879421,1.98,85.1,0.9
1609763203,1.78,99.4,4.6
2207661118,1.61,74.2,38.1
1101819675,1.65,85,5.3
2802514514,1.61,70.5,28.6
1701849858,1.7,68.7,38.3
2505608195,1.95,90.9,7.4
1901844421,1.93,82.1,12.9
2802983606,1.75,77.7,42.8
1107924535,1.66,93.4,5.5
0207727363,1.88,83.3,5.9
0303805518,1.64,68.2,23.5
2508846799,1.77,86.2,6
1510543830,1.73,61.4,32.3
2001834436,1.66,68.7,33.7
2505649174,1.58,74.9,37.7
1302929980,1.6,65.4,49.4
0908966868,1.6,74.4,41.4
0603901743,1.8,88.3,7.8
2501898939,1.86,85.8,6.6
2906653460,1.69,73.9,32.9
1602887940,1.63,63.5,47.8
2306992267,1.93,86.1,0.3
0610795913,1.85,93.1,5.3
0205526339,1.95,86.9,3.2
0709941852,1.81,66.3,29.2
2808706300,1.72,71.1,37.9
2201864613,1.9,85.6,7.2
0612762414,1.56,71.7,42.9
1010709346,1.66,67.9,42.9
0606551159,1.81,87.6,6
2903580817,1.91,84.4,6.3
1706996538,1.63,65.6,40
2711804617,1.79,86.2,2.7
2308908225,1.82,91.3,4.3
1705877311,1.83,89.9,6.3
1808847594,1.7,73.8,26.4
2709628038,1.75,69.1,30.8
2103661078,1.73,70.3,36
0805785834,1.57,61.6,53
3105968319,1.8,77.6,3.2
0108988241,1.74,95.5,5.4
0305766560,1.55,74.5,40.5
0103594313,1.66,89.7,9.2
1908811906,1.54,65,22.5
2803859250,1.7,66.2,26.2
1002785875,1.84,84.1,3.8
1711935235,1.78,81.8,8.4
0604663650,1.57,65.1,42.6
0508777878,1.63,62.2,41.3
1006722280,1.55,63.7,33.9
0310512710,1.66,83.2,38.6
0211949953,1.78,94.2,6.9
0311804915,1.89,85.2,9.5
1312744180,1.73,73.2,35.3
0507781023,1.79,86.5,2.6
2202664249,1.94,84.7,2.4
1409548283,1.65,88.9,2.7
2002872968,1.65,70.5,45
1907975019,1.88,98.7,9.4
1107871214,1.78,67.9,27.6
1504810541,1.66,89.8,1.1
2009885670,1.57,68,26.9
0706667359,1.87,88,8.5
0710814245,1.87,89.5,6.8
1002629854,1.72,72,32.4
1808868254,1.71,67.4,34.5
0509596835,1.74,80.5,1.1
0301950562,1.68,65.3,38.5
1509754314,1.66,67.2,25.1
2803632896,1.57,63.8,37.5
0909785553,1.77,89.9,5.2
2903886799,1.87,86.7,5.5
0910684146,1.67,73.2,44.3
2706622166,1.63,73.9,28.9
2802828731,1.73,89,5.2
0808600210,1.67,83.9,31.8
2708924643,1.73,87,4.6
0706743959,1.94,87.1,5.4
0603716693,1.75,95.8,6.1
3103682982,1.77,64.2,33.4
1507786993,1.67,84.4,6.4
1607741112,1.7,67.3,40.9
2204939654,1.73,68.2,35.7
1108783476,1.64,70.3,31.5
2508584534,1.64,75.2,34
1405512565,1.72,88.1,5.8
2504804156,1.63,72,26.7
0211632747,1.9,86.5,5
2604709833,1.68,88.9,5.9
3011951439,1.66,93.3,2
1912946831,1.83,81.6,3.5
1807816694,1.7,76.3,45.4
0204824981,1.78,93.6,4.5
1210918936,1.78,71.7,17
2908818453,1.84,89.9,5.7
0606890595,1.96,81.8,8.3
1412834595,1.75,92.2,8.9
0907794828,1.83,66.2,35.4
0606613490,1.75,70.8,33.4
0504949232,1.68,70.8,33
2106612850,1.67,69.4,47.5
1809846556,1.65,71.9,37.4
1906829309,1.77,82.2,7
1602890237,1.83,83.9,1
0611767472,1.75,72.7,32.2
0903716510,1.73,66.3,35
2705682126,1.61,70.1,29.7
2201961674,1.74,65.8,27.2
3107623941,1.82,81.8,2.1
2604670597,1.84,95.2,6.3
0605868482,1.76,76.9,44.3
2703880185,1.93,76.7,4.6
2512819730,1.74,60.5,31.6
2402884330,1.75,71.5,27.9
2806642054,1.65,69.9,47
1407529255,1.87,86.6,3.4
2812905762,1.79,67.2,46
1103680004,1.59,69.1,42.7
0308634040,1.69,74.2,40.4
0411870315,1.92,91.2,7.7
1012649052,1.54,70.6,21.5
2407578944,1.67,71.4,36.6
2102843579,1.84,82.2,8
0411822959,1.64,82.8,4.7
2701668549,1.78,89.7,5.3
2107715351,1.73,86.5,7
0805736089,1.82,84.7,3
0405620788,1.66,67.7,34.6
1908824505,1.88,83.9,2.2
0601756229,1.76,89.8,0.5
2508855777,1.86,76.9,8
1212940427,1.89,88.2,6.8
0908757639,1.65,78.3,1.9
2012790596,1.63,72.9,31.5
1402879541,1.93,90.5,5.5
2807720249,1.88,81.2,7
2311834989,1.7,93.5,6.7
2707832855,1.9,81.8,2.7
3101657411,1.77,83.7,3
0708996798,1.59,71.1,31.4
2403623714,1.58,67.8,36.5
1512696041,1.81,86.6,4.5
1210853881,1.89,94.4,4.3
0605659265,1.73,88,5.3
1807776498,1.65,77.1,38.9
2512706776,1.63,73.7,40.5
0308969745,1.85,72.5,8.4
0110722011,1.72,87.4,8.2
2106987711,1.8,82.2,5.3
0507889239,1.8,84.1,1.8
2104677893,1.66,93.1,6
1906583300,1.69,71.9,31.4
1707766554,1.59,70.7,38.7
1703687256,1.75,69,32.9
0104706075,1.86,81.8,0.8
1310862500,1.64,70.5,34.9
3010985315,1.85,86.8,4.8
1703557560,1.68,70.9,19.7
0507710512,1.64,69.5,35.4
2504646638,1.56,72.6,44.4
1708825021,1.87,82.3,10.4
3010948250,1.69,66.2,36.6
0511858924,1.6,72.2,30.1
0308955402,1.73,72.7,26.5
1807735071,1.76,83.8,7.6
2609675693,1.72,90.1,5.3
2610738247,1.91,74.3,4.1
2807522663,1.85,80.1,2.2
2112560828,1.63,72.9,40.4
1403957936,1.71,70.6,33.5
0611609014,1.67,68.3,33.2
1112835770,1.73,61.9,33.9
2608905080,1.69,70.8,37.7
2611601542,1.67,74.9,40.9
3007924923,1.9,84.8,1.4
1307635804,1.62,69.6,31
1111911140,1.78,77.3,34.4
1704833689,1.88,79.6,1
1104694989,1.8,94.2,5.5
3004583164,1.64,64.2,33.6
1802961476,1.85,73.7,35.8
1212886748,1.71,68,25.8
3105805099,1.7,81.5,6.7
1511743100,1.71,58.3,34.3
0801763385,1.79,90.1,1.5
0501922076,1.84,62.7,37
1310797673,1.69,84.9,2.5
1711802115,1.7,78.4,6.7
2402935240,1.71,63.5,37.5
0501581232,1.73,68.1,50.2
1001803230,1.61,61.6,32.1
1211906963,1.77,94.7,8.8
2508628988,1.63,70.4,35
1510879171,1.76,86.1,4.6
3107712630,1.79,60.6,30.6
0212782337,1.74,84.8,5.8
1405711465,1.91,82.6,6.5
0801900271,1.72,91,7.2
1305952550,1.75,70.3,37.3
3011803723,1.7,85.4,3.1
2207876905,1.81,83.3,4.9
2407781306,1.5,75,45
2103782885,1.87,90.8,8.1
0801784561,1.87,86.5,5.2
2207984473,1.71,78,4.5
0112792782,1.71,78.2,36.2
2604839253,1.75,88.5,4.3
2802784178,1.71,72,33.7
1802800900,1.71,57.1,27.6
0306516297,1.9,84.2,4.3
0603576378,1.73,67,25.5
1102926580,1.67,67.3,34.1
2109960487,1.86,97.9,7.9
2303718069,1.9,92.5,5.4
0307721040,1.6,68,44.8
2712987208,1.64,67.1,33.9
2303847493,1.73,86.2,7.9
2503529340,1.73,71.7,35.2
2909798230,1.57,66.4,33.5
3009909499,1.78,81.1,2.1
0208701251,1.84,88.9,13.5
2706695550,1.75,75.5,34.3
2409916341,1.93,88.4,5.8
3009813349,1.79,86.1,3.9
2809938385,2.03,82.4,6
2006563846,1.75,69.7,29.3
2601678269,1.73,89.4,8
0407890966,1.56,69.6,46.2
2609630275,1.86,87.1,2.7
1909829097,1.84,88.2,0.4
0604596800,1.54,74.5,33
2509778842,1.77,74.8,32.4
2702822665,1.75,84.5,4.8
2711960495,1.79,87.9,1.9
2201784445,1.79,95,2.3
1703890468,1.82,68.6,39.3
0211883450,1.95,75.2,33.7
0504845578,1.68,72.9,42.7
1205727172,1.73,79.3,34.8
2508825785,1.94,83.9,4.7
0607810233,1.88,89.1,9.8
2105879125,1.92,87.9,6.2
0903638974,1.5,72.4,39.6
2504713265,1.86,81,1.8
2002605667,1.87,88.7,5.4
2904666582,1.63,65.7,37.8
2302840495,1.89,88,8.2
0803844928,1.68,64.7,30.1
2002677528,1.79,66,29.5
2003565368,1.66,69.8,35.4
1207896836,1.54,71.5,30.1
1508635010,1.71,68.5,43.9
1903990000,1.68,70.4,37.2
0308886399,1.74,81.5,8.2
2410848775,1.82,90.2,3.9
2903692287,1.78,85,6.5
0610799056,1.62,71.4,39.9
2007934757,1.98,83.5,6.1
0903852939,1.74,79.1,11.6
3007801541,1.73,87.2,6.9
0802792922,1.53,71.3,36.8
2602839977,1.87,89,2.3
1506806031,1.88,91.4,7.5
0607809732,1.75,67.9,44.3
0101756835,1.64,88.1,3.7
1110819750,1.79,73.5,35.2
1011605713,1.78,86,1
1607938319,1.87,80,8.5
3001909820,1.67,71.1,42.1
2202739353,1.68,88.3,7.9
2912638148,1.79,71.7,34.5
0211813085,1.91,84.9,0.6
1712725385,1.87,81.3,3.1
0911558066,1.81,85.9,30.1
1310672110,1.68,69.2,34
2107893007,1.79,74.8,7.4
1205880204,1.8,66.5,38.6
0411589559,1.98,81.6,5.5
2406997726,1.77,65.8,39.6
2703918524,1.74,62.9,40.4
2510726301,1.85,89.9,4.8
1609690789,1.83,84.7,2.6
1807943261,1.71,88.1,5.3
1212813162,1.87,69.1,33.6
2505615505,1.74,79.5,11.8
1801724691,1.8,83.8,3.4
0107590101,1.83,80.9,4.5
0304925325,1.97,88.1,3.9
0910697729,1.73,89,10.3
2312972963,1.82,84.3,6.3
1107855010,1.79,78.9,29.2
0602863799,1.91,76.8,5.7
0411780170,1.66,65.8,26.3
2303833937,1.78,84.8,6
1806811464,1.67,72.1,32.9
1503684888,1.71,64.5,31.4
0703733967,1.84,85,7
0805824836,1.59,65,28.1
2206961951,1.71,85.3,7.5
2303792819,1.71,88,2.8
1310819001,1.8,86.3,2
2510773046,1.79,70.1,38.6
1311615473,1.75,82.7,0.2
3009910206,1.62,67.5,20.4
3004951595,1.97,86.5,5.1
1711807737,1.91,89.9,7.6
2212743225,1.76,87.7,6.5
1107588474,1.84,66.3,38.7
1105834855,1.88,87,3.8
0509809063,2.02,75.7,2.5
1009728364,1.6,70.4,39.5
2104763182,1.74,72.7,40
1104718467,1.76,88.6,4.4
1204707751,1.68,75.9,4.1
0102660405,1.78,77.1,4.7
2403739710,1.67,80.1,14.9
2012953644,1.69,71,41.5
1704708022,1.57,69,36.5
2611819019,1.73,97.3,0.6
2707828043,1.85,87.3,2.2
0501793612,1.72,65.6,30.9
2809878431,1.72,96.3,8.5
1210878698,1.7,73.9,39
0905916889,1.7,85.1,0.9
1010716464,1.65,70.4,30.7
0307966451,1.89,93.7,0.6
0601816850,1.77,75.5,41.6
2207714920,1.58,74.4,30.4
2809685619,1.94,84,2
2504882066,1.67,74,32.9
1101776330,1.65,70.7,28.1
1703765226,1.69,71.6,26.2
2101647510,1.73,70.1,34.3
0510688032,1.83,74.3,30.8
0205965601,1.9,87.8,4.5
3003910178,1.61,70.9,30.7
1902963159,1.8,82.6,9.8
1605665485,1.72,94,4.1
2004820075,1.84,82.3,6.3
2008876404,1.56,74.2,31.6
0505845278,1.8,73,34.8
1701806390,1.67,66.9,37.1
2801658409,1.91,84.8,4
2410666792,1.68,73.5,37.6
2606537747,1.95,79.3,6.8
1308859155,1.82,88.7,4.6
2312833426,1.59,70.7,37
2311826863,1.98,76.7,1.9
3007940230,1.78,67.8,32.6
1903751806,1.67,66.5,22.3
2702863449,1.89,90.1,5.5
2109801433,1.89,87,2.7
2312863099,1.8,86.4,6.5
0103875248,1.84,72.5,32
1606892305,1.72,89.6,0.7
0308896861,1.85,90,5.5
2506977833,1.63,78.5,2.1
1410877748,1.64,75.7,42.1
2010912448,1.68,67,41.4
1704656395,1.77,95.4,8.4
2606592274,1.74,71.8,28.5
0904849760,1.61,71.9,27.8
3011859690,1.5,73.8,29.2
0306599886,1.68,74.6,41
1911730903,1.81,89.7,5.3
2412909279,1.69,88.3,3.7
2801924918,1.64,69.2,31
1006854015,1.8,94.8,7.2
2802616509,2.02,94,0.7
1706874518,1.54,70,30.4
2810832796,1.74,66.1,30.8
1412653055,1.74,87,0.6
3006787089,1.91,78.7,3.4
1512740751,1.67,89.2,8.1
0102595741,1.72,91.3,9.6
2905659353,1.67,83,11
0207927277,1.78,97,5.3
1007812657,1.73,83.5,6.3
1708634950,1.65,85.2,29.2
1204865172,1.62,68.3,42.6
3108738347,1.77,97.2,4.3
1102850174,1.68,70.6,34.2
2110607024,1.77,65.4,34.4
0306756656,1.77,72.4,34.1
0111897644,1.71,68.7,31.8
2012626912,1.68,69.8,46.8
2307789841,1.85,87.8,5.5
1509799695,1.88,84.2,3.2
2005526249,1.8,83.1,5.2
0210925953,1.89,88.6,6.5
1607948088,1.65,70.4,18.4
1809809706,1.59,74.5,39.5
1302779775,1.83,79.7,4.4
1905778265,1.77,85,1.2
1510988555,1.56,92.3,2.5
0702843542,1.74,77.3,43.5
1910889244,1.53,67.9,27.1
2603846620,1.55,73.9,19.9
2004622427,1.91,86.4,4.9
2602889821,1.87,95,2.5
0911526233,1.86,88.5,2.1
2811500470,1.52,66.8,30.4
0203855703,1.72,82.7,5.5
2611972540,1.6,66.5,37.5
0804889868,1.65,63.8,40.1
2708944306,1.7,76.3,40.6
1005609926,1.6,70.6,38.1
1009891710,1.59,73.5,37.1
2404706602,1.72,70.9,38.4
3001884796,1.64,63.2,48.6
0204567770,1.51,61.4,23.1
2910935815,1.75,83.5,2.3
2603751610,1.88,66.9,24.8
0205942832,1.67,74.8,28.5
2102722079,1.65,76.5,9.3
1104921726,1.72,62.5,32.8
0607866151,1.99,92.3,7.9
1609669623,1.84,92.4,2.1
2306991646,1.7,67.7,44.1
0405991498,1.81,68.8,52.3
3009880542,1.54,74.3,33
1402930408,1.71,74.6,24.8
1008894512,1.56,67.6,39.5
0404848108,1.67,57.5,28.7
3105961641,1.88,92.3,6.5
0411840142,1.82,72.8,38.2
0407885640,1.66,60.1,34.1
0211948712,1.77,68.7,27.7
2009599222,1.85,71.5,41.7
1906735632,1.75,66.2,24.8
1701681488,1.73,77.6,38
1310533218,1.55,69.3,24.6
2512866813,1.64,82.2,8.4
2605621915,2,85.7,8.6
0804962748,1.87,66.3,38.9
0605750117,1.78,77.8,5
2410635867,1.9,83.7,9.9
0810943808,1.77,69.1,41.8
1412656162,1.71,72.6,38
2910668967,1.72,87.2,7.3
1807745758,1.75,70,39.6
1711742447,1.76,95,1.8
0702792072,1.83,68.9,47.3
0104945127,1.8,79.8,3
1410663939,1.78,92.8,1.7
0607704024,1.69,72.5,17.9
2412855211,1.91,96.7,5.1
2806864651,1.79,82.5,2.2
0210832015,1.74,86.5,1.7
1405698218,1.67,69.8,33.9
3005873544,1.74,69.7,32.7
0605843353,1.81,87.3,8.2
0906777068,1.71,66.8,42.5
2812846964,1.66,68.4,34.9
0604623394,1.75,69.9,37.3
0304546259,1.96,78.8,2.9
0411573447,1.83,73.8,2.8
1108998461,1.69,86.5,2.4
1705576392,1.61,75.1,29.2
1309514538,1.53,67.8,33.8
2804960137,1.86,90.5,8.3
1006743628,1.64,77.2,27.1
3112729821,1.71,81.6,1.1
1707796564,1.73,73.3,40.1
1910923110,1.62,65.3,22.1
1601818528,1.69,72,46.6
1707927732,1.77,68.1,35.3
2405671169,1.71,79.7,9.4
1802993471,1.86,91.5,3.4
3010982659,1.93,89.5,7.4
0312986581,1.87,91.3,4.3
2111501217,1.78,92.3,7.5
2707643287,1.64,87.1,6.6
0203833540,1.67,65.7,52.5
1406812264,1.72,67.4,36.1
1910844055,1.93,85.1,3.4
2610795828,1.62,71,30.9
0902982542,1.62,67.2,34.1
2903648019,1.73,86.2,6.4
0309786412,1.68,65.2,33.8
0202616687,1.82,83.5,2.9
0709748490,1.67,66.7,26.7
0207741477,1.96,91.8,2.1
0710974903,1.76,83.3,5.5
1309849003,1.81,77.2,3.7
1605740111,1.94,89,8
0109716392,1.77,67.7,18.1
2012719037,1.73,94.2,8.5
0607785180,1.8,65.5,39.1
0206630286,1.55,72.3,33.6
1912894542,1.82,66.4,39.7
2508854478,1.76,76.7,34.5
1808907172,1.54,74.5,36.6
0101748474,1.74,65.1,37.9
2008803130,1.65,78,32.3
1108927328,1.57,67.7,25.7
2912776848,1.69,71.2,37.5
0806917283,1.8,90.9,3.2
1306732428,1.65,67,37.7
1311513825,1.67,84.9,8
2910936108,1.8,75,29.5
0511964894,1.74,71.4,38.2
2108844583,1.81,81.9,0.4
2708880073,1.8,76.8,7.6
3108863246,1.5,50.4,32.4
0910811483,1.9,95,3.1
2702762418,1.72,76.9,43.8
1610851684,1.63,65.7,21.5
0209895065,1.96,83.4,3.6
0406865215,1.93,99.6,5.7
2607933579,2.03,95.5,10.1
2209847915,1.72,89.7,1.1
2702663418,1.52,60.8,23.8
1307890033,1.69,70.8,4.1
1201932644,1.67,68.3,20.3
2009876032,1.79,73.2,40.5
2801904018,1.59,68.2,35.8
3101813657,1.92,79.7,1.6
3008743576,1.68,75.7,35.3
0308988890,1.79,63.7,20.5
1002951919,1.98,81.2,4
1209799905,1.8,76.3,8
3101775996,1.6,69.4,30.2
2301801530,1.73,70.5,28.7
0707744094,1.6,72.8,39.5
2011967378,1.68,61.7,46.4
0108674574,1.75,72,21.5
3001825515,1.91,87.5,4.8
2502890126,1.64,79.7,39.9
2204948113,1.93,89.8,2.8
2001853834,1.51,78.5,31.6
1708939894,1.83,75.7,36.1
1106944015,1.73,82.7,0.7
1303959751,1.84,79,6.1
0410843907,1.83,88.7,13.1
2904628022,1.59,74.7,40
0110953624,1.67,74.2,23.2
0612999651,1.99,88.6,6.7
2211836310,1.77,60.8,29.3
0811792429,1.89,94.3,10
1010763080,1.7,68,23.2
3003978124,1.75,80.5,39.7
0506754007,1.92,79.3,7.9
1301551013,1.88,83.4,8.6
0905546634,1.63,75.6,36.6
0610977790,1.72,66.9,27.5
2301958946,1.65,70.3,41.6
0211699117,1.85,84.9,8
1202657191,1.57,82.8,6.2
2609796633,1.72,87,3
0610594218,1.53,63.8,42.8
3007704239,1.62,88.3,7
2310984312,1.74,70,44.3
0508812243,2.02,86,7.8
0201809379,1.84,84.7,5.5
1206983919,1.8,80.5,8.4
1409753178,1.82,60.9,50.6
1101785170,1.73,72.9,33
0708991511,1.69,82,9.2
2907514484,1.79,73,41.8
1909968822,1.59,74.4,29.6
1001548120,1.79,68.4,47.5
2611776210,1.79,77.5,33.6
1804680917,1.9,92.4,7.1
0908594717,1.93,90.4,0.8
0703638846,1.79,71.5,28.1
1209953709,1.96,87.2,2.7
2108836716,1.65,72.8,29.7
1704938258,1.77,71.2,32.5
2908743952,1.6,72.1,38.7
0906812010,1.61,76.3,48.5
1610875699,1.68,78.9,0.9
0312750103,1.71,84.7,0.2
0510834394,1.6,75.9,26.2
3011982632,1.68,72.3,26.7
1601873436,1.77,68.4,36.5
0511944158,1.6,66.2,29.4
3008757658,1.8,69.8,50.8
0405882120,1.71,74.5,29.2
1204917016,1.67,62,31.4
0108927398,1.73,74.1,33
2612792934,1.67,67.7,31.4
